Name,Type,State,Lat,Long,latitude,longitude
West Mountain Ski Area,Both,NEW YORK,43.30944,-73.81583,43.30944,-73.81583
White Face Mountain Ski Area,Both,NEW YORK,44.38833,-73.81583,44.38833,-73.81583
Willard Mountain Ski Area,Both,NEW YORK,43.02,-73.52361,43.02,-73.52361
Windham Ski Area,Both,NEW YORK,42.29167,-74.25972,42.29167,-74.25972
Woods Valley Ski Area,Both,NEW YORK,43.30556,-75.38333,43.30556,-75.38333
Alpine Valley Ski Area,Both,OHIO,41.24111,-81.55278,41.24111,-81.55278
Boston Mills Ski Area,Both,OHIO,41.27611,-81.53833,41.27611,-81.53833
Clear Fork Ski Resort,Both,OHIO,40.58833,-82.425,40.58833,-82.425
Mad River Mountain Ski Area,Both,OHIO,40.36111,-83.75972,40.36111,-83.75972
Snowtrails Ski Area,Both,OHIO,40.75833,-82.51556,40.75833,-82.51556
Spicy Run Ski Area,Both,OHIO,39.09889,-83.24667,39.09889,-83.24667
Valley Hi Ski Area,Both,OHIO,40.31333,-83.675,40.31333,-83.675
Alpine Ski Trail,Alpine,OREGON,45.31889,-121.73139,45.31889,-121.73139
Anthony Lakes Ski Area,Both,OREGON,44.96403,-118.23521,44.96403,-118.23521
Arbuckle Ski Area,Both,OREGON,45.19596,-119.24275,45.19596,-119.24275
Cooper Spur Ski Area,Both,OREGON,45.4126,-121.60559,45.4126,-121.60559
Cooper Spur Ski Trail,Alpine,OREGON,45.40472,-121.63083,45.40472,-121.63083
Elk Lake Resort,Both,OREGON,43.97889,-121.80806,43.97889,-121.80806
Glade Ski Trail,Alpine,OREGON,45.32083,-121.735,45.32083,-121.735
Hoodoo Ski Area,Both,OREGON,44.40917,-121.87333,44.40917,-121.87333
Mount Ashland Ski Area,Both,OREGON,42.08317,-122.70945,42.08317,-122.70945
Mount Hood Meadow Ski Area,Both,OREGON,45.33121,-121.66365,45.33121,-121.66365
Mt. Bachelor Ski Area,Both,OREGON,43.99528,-121.68028,43.99528,-121.68028
Mt. Bailey Snowcat Skiing,Both,OREGON,43.15528,-122.21944,43.15528,-122.21944
Mt. Hood Skibowl,Both,OREGON,45.29472,-121.76861,45.29472,-121.76861
Shelter Cove Resort - Odell Lake,Both,OREGON,43.54917,-121.96361,43.54917,-121.96361
Spout Springs Ski Area,Both,OREGON,45.75403,-118.05161,45.75403,-118.05161
Summit Ski Area,Both,OREGON,45.30417,-121.75361,45.30417,-121.75361
Summit Sno-Park,Both,OREGON,42.39639,-122.28389,42.39639,-122.28389
Sunriver Resort,Both,OREGON,43.88417,-121.4375,43.88417,-121.4375
Timberline Ski Area,Both,OREGON,45.40306,-121.72833,45.40306,-121.72833
Warner Canyon Ski Area,Both,OREGON,42.23736,-120.29689,42.23736,-120.29689
Willamette Pass Ski Area,Both,OREGON,43.60177,-122.03169,43.60177,-122.03169
Alpine Mountain Ski Area,Both,PENNSYLVANIA,41.11083,-75.23,41.11083,-75.23
Apple Hill Ski Resort,Both,PENNSYLVANIA,40.63139,-75.60861,40.63139,-75.60861
Bear Creek Ski Area,Both,PENNSYLVANIA,40.51583,-75.55556,40.51583,-75.55556
Big Boulder Ski Resort,Both,PENNSYLVANIA,41.05,-75.60056,41.05,-75.60056
Blue Knob Ski Area,Both,PENNSYLVANIA,40.28833,-78.56194,40.28833,-78.56194
Blue Mountain Ski Area,Both,PENNSYLVANIA,40.80139,-75.61056,40.80139,-75.61056
Boyce Park Ski Area,Both,PENNSYLVANIA,40.46778,-79.74944,40.46778,-79.74944
Camelback Ski Area,Both,PENNSYLVANIA,41.04778,-75.35556,41.04778,-75.35556
Canadohta Ski Slope,Both,PENNSYLVANIA,41.83222,-79.85833,41.83222,-79.85833
Chadds Peak Camp and Ski School,Both,PENNSYLVANIA,39.87139,-75.62167,39.87139,-75.62167
Crystal Lake Ski Area,Both,PENNSYLVANIA,41.24111,-76.72417,41.24111,-76.72417
Denton Hill Ski Area,Both,PENNSYLVANIA,41.77222,-77.83194,41.77222,-77.83194
Doe Mountain Ski Area,Both,PENNSYLVANIA,40.47528,-75.62889,40.47528,-75.62889
Eagle Rock Ski Area,Both,PENNSYLVANIA,40.95833,-75.975,40.95833,-75.975
Elk Mountain Ski Center,Both,PENNSYLVANIA,41.72,-75.5575,41.72,-75.5575
Fernwood Ski Area (historical),Both,PENNSYLVANIA,41.07972,-75.01667,41.07972,-75.01667
Glade Knob Ski Slope,Both,PENNSYLVANIA,39.76139,-79.24083,39.76139,-79.24083
Hidden Valley Ski Area,Both,PENNSYLVANIA,40.05806,-79.2575,40.05806,-79.2575
Jack Frost Mountain Ski Area,Both,PENNSYLVANIA,41.10778,-75.65361,41.10778,-75.65361
Laurel Mountain Ski Resort,Both,PENNSYLVANIA,40.15639,-79.16806,40.15639,-79.16806
Little Gap Ski Area,Both,PENNSYLVANIA,40.81,-75.52,40.81,-75.52
Masthope Ski Area,Both,PENNSYLVANIA,41.51417,-75.03139,41.51417,-75.03139
Montage Ski Area,Both,PENNSYLVANIA,41.35833,-75.67056,41.35833,-75.67056
Mount Airy Lodge Ski Area,Both,PENNSYLVANIA,41.10667,-75.32333,41.10667,-75.32333
Mount Pleasant Ski Resort,Both,PENNSYLVANIA,41.85222,-80.07417,41.85222,-80.07417
Mount Tone Ski Area,Both,PENNSYLVANIA,41.84583,-75.30333,41.84583,-75.30333
Mt. View Ski Area,Both,PENNSYLVANIA,41.87417,-80.13194,41.87417,-80.13194
Mystic Mountain Ski Area,Both,PENNSYLVANIA,39.87833,-79.925,39.87833,-79.925
Plateau De Mount Ski Area,Both,PENNSYLVANIA,40.07222,-79.22861,40.07222,-79.22861
Pocono Manor Ski Area,Both,PENNSYLVANIA,41.0975,-75.35667,41.0975,-75.35667
Richmond Hill Ski Area,Both,PENNSYLVANIA,39.95778,-77.91389,39.95778,-77.91389
Saw Creek Ski Area,Both,PENNSYLVANIA,41.12083,-75.045,41.12083,-75.045
Seven Springs Ski Area,Both,PENNSYLVANIA,40.02306,-79.2975,40.02306,-79.2975
Shawnee Mountain Ski Area,Both,PENNSYLVANIA,41.03806,-75.07861,41.03806,-75.07861
Ski Big Bear Ski Area,Both,PENNSYLVANIA,41.48194,-74.98639,41.48194,-74.98639
Ski Liberty Ski Area,Both,PENNSYLVANIA,39.75972,-77.37111,39.75972,-77.37111
Ski Roundtop Ski Area,Both,PENNSYLVANIA,40.10667,-76.92667,40.10667,-76.92667
Ski Sawmill Ski Area,Both,PENNSYLVANIA,41.52389,-77.29111,41.52389,-77.29111
Ski Snowpeak,Both,PENNSYLVANIA,40.545,-77.24667,40.545,-77.24667
Snozone Ski Area,Both,PENNSYLVANIA,40.25222,-80.00306,40.25222,-80.00306
Split Rock Ski Area,Both,PENNSYLVANIA,41.06167,-75.62083,41.06167,-75.62083
Tamiment Ski Area,Both,PENNSYLVANIA,41.13417,-75.015,41.13417,-75.015
Tanglewood Ski Area,Both,PENNSYLVANIA,41.41306,-75.16472,41.41306,-75.16472
Tussey Mountain Ski Resort,Both,PENNSYLVANIA,40.76917,-77.75361,40.76917,-77.75361
White Mountain Ski Area,Both,PENNSYLVANIA,40.01444,-79.3325,40.01444,-79.3325
Whitetail Ski Area,Both,PENNSYLVANIA,39.82778,-77.90361,39.82778,-77.90361
Willowbrook Ski Area,Both,PENNSYLVANIA,40.125,-79.86667,40.125,-79.86667
Yawgoo Ski Area,Both,RHODE ISLAND,41.53556,-71.55444,41.53556,-71.55444
Deer Mountain Ski Area,Both,SOUTH DAKOTA,44.30167,-103.825,44.30167,-103.825
Big Hill Ski Trail,Alpine,SOUTH DAKOTA,44.40889,-103.93333,44.40889,-103.93333
Great Bear Ski Area,Both,SOUTH DAKOTA,43.55,-96.7,43.55,-96.7
Terry Peak Ski Area,Both,SOUTH DAKOTA,44.3275,-103.83472,44.3275,-103.83472
Ober Gatlinburg Ski Area,Both,TENNESSEE,35.71417,-83.51028,35.71417,-83.51028
Alta Ski Area,Both,UTAH,40.57967,-111.63828,40.57967,-111.63828
Beaver Mountain Ski Area,Both,UTAH,41.96826,-111.54162,41.96826,-111.54162
Blue Mountain Ski Area,Both,UTAH,37.86056,-109.4368,37.86056,-109.4368
Brian Head Ski Area,Both,UTAH,37.69192,-112.838,37.69192,-112.838
Brighton Ski Area,Both,UTAH,40.59995,-111.58356,40.59995,-111.58356
Brighton Ski Area Heliport,Alpine,UTAH,40.60134,-111.58328,40.60134,-111.58328
Cedar Canyon Ski Area,Both,UTAH,37.5972,-112.93272,37.5972,-112.93272
Deer Valley Ski Area,Both,UTAH,40.63551,-111.4805,40.63551,-111.4805
Elk Meadows Ski Area,Both,UTAH,38.32386,-112.37134,38.32386,-112.37134
Mount Holly Ski Area,Both,UTAH,38.32053,-112.38411,38.32053,-112.38411
Nordic Valley Ski Area,Both,UTAH,41.30494,-111.87247,41.30494,-111.87247
Park City Ski Area,Both,UTAH,40.64356,-111.50495,40.64356,-111.50495
Park City West Ski Area,Both,UTAH,40.68995,-111.57495,40.68995,-111.57495
Powder Mountain Ski Area,Both,UTAH,41.37772,-111.7719,41.37772,-111.7719
Snowland Ski Area,Both,UTAH,39.65607,-111.33687,39.65607,-111.33687
Solitude Ski Area,Both,UTAH,40.62551,-111.59522,40.62551,-111.59522
Sundance Ski Area,Both,UTAH,40.38578,-111.58161,40.38578,-111.58161
Snow Basin Ski Area,Both,UTAH,41.21188,-111.8519,41.21188,-111.8519
Big Bromley Ski Area,Both,VERMONT,43.22056,-72.94028,43.22056,-72.94028
Blueberry Lake Ski Touring Center,Alpine,VERMONT,44.08528,-72.82722,44.08528,-72.82722
Bolton Valley Ski Area,Both,VERMONT,44.41583,-72.87028,44.41583,-72.87028
Burke Mountain Ski Area,Both,VERMONT,44.58333,-71.90194,44.58333,-71.90194
Burke Mountain Ski Touring Center,Alpine,VERMONT,44.59861,-71.90361,44.59861,-71.90361
Camels Hump Nordic Ski Center,Alpine,VERMONT,44.33222,-72.94389,44.33222,-72.94389
Carinthia Ski Area,Both,VERMONT,42.95722,-72.89778,42.95722,-72.89778
Catamount Family Ski Area,Both,VERMONT,44.45778,-73.0533,44.45778,-73.0533
Chittenden Brook Cross-Country Ski T,Alpine,VERMONT,43.82722,-72.91278,43.82722,-72.91278
Churchhill House Ski Area,Both,VERMONT,43.83167,-73.0525,43.83167,-73.0525
Cochran Ski Center,Both,VERMONT,44.39583,-72.9825,44.39583,-72.9825
Edson Hill Cross Country Ski Center,Alpine,VERMONT,44.51111,-72.72639,44.51111,-72.72639
Fox Run Cross Country Ski Center,Alpine,VERMONT,43.4175,-72.70056,43.4175,-72.70056
Glen Ellen Ski Area,Both,VERMONT,44.17361,-72.90667,44.17361,-72.90667
Grafton Cross Country Ski Center,Alpine,VERMONT,43.15111,-72.62306,43.15111,-72.62306
Haystack Mountain Ski Area,Both,VERMONT,42.92361,-72.90639,42.92361,-72.90639
Hazens Notch Ski Touring Center,Alpine,VERMONT,44.87694,-72.58722,44.87694,-72.58722
Hildene Ski Touring Center,Alpine,VERMONT,43.14694,-73.08861,43.14694,-73.08861
Hogback Ski Area,Both,VERMONT,42.84917,-72.79389,42.84917,-72.79389
Jay Peak Ski Area,Both,VERMONT,44.92444,-72.52611,44.92444,-72.52611
Killington Ski Area,Both,VERMONT,43.62,-72.80694,43.62,-72.80694
Living Memorial Park Ski Area,Both,VERMONT,43.62,-72.80694,43.62,-72.80694
Lyndon Outing Club Ski Area,Both,VERMONT,44.51694,-71.97472,44.51694,-71.97472
Mad River Glen Ski Area,Both,VERMONT,44.20083,-72.925,44.20083,-72.925
Majic Mountain Ski Center,Both,VERMONT,43.20194,-72.77306,43.20194,-72.77306
Maple Valley Ski Center,Both,VERMONT,42.9425,-72.6275,42.9425,-72.6275
Middlebury College Ski Area,Both,VERMONT,44.01194,-73.18306,44.01194,-73.18306
Mount Ascuteney Ski Area,Both,VERMONT,43.46333,-72.46667,43.46333,-72.46667
Mount Mansfield Ski Area,Both,VERMONT,44.5275,-72.79583,44.5275,-72.79583
Mount Snow Ski Area,Both,VERMONT,42.96389,-72.90639,42.96389,-72.90639
Mountain Meadows Ski Touring Center,Alpine,VERMONT,43.66806,-72.8,43.66806,-72.8
Nordio Cross Country Ski Area,Alpine,VERMONT,43.23222,-72.85417,43.23222,-72.85417
Norwich University Ski Area,Both,VERMONT,44.13889,-72.64278,44.13889,-72.64278
Okemo Mountain Ski Area,Both,VERMONT,43.40444,-72.73278,43.40444,-72.73278
Oles Cross Country Ski Center,Alpine,VERMONT,44.11111,-72.82306,44.11111,-72.82306
Pico Peak Ski Area,Both,VERMONT,43.66167,-72.84306,43.66167,-72.84306
Prospect Mountain Ski Center,Both,VERMONT,42.87528,-73.07583,42.87528,-73.07583
Rikert Ski Touring Center,Alpine,VERMONT,43.9375,-72.95444,43.9375,-72.95444
Round Top Mountain Ski Area,Both,VERMONT,43.53389,-72.74917,43.53389,-72.74917
Sherman Hollow Ski Touring Center,Alpine,VERMONT,44.35667,-73.02528,44.35667,-73.02528
Sitzmark Cross Country Ski Center,Alpine,VERMONT,42.92167,-72.83778,42.92167,-72.83778
Smuggler's Notch Ski Area,Both,VERMONT,44.55528,-72.79611,44.55528,-72.79611
Snow Valley Ski Area,Both,VERMONT,43.19444,-72.97611,43.19444,-72.97611
Sonneberg Ski Area,Both,VERMONT,43.72444,-72.58889,43.72444,-72.58889
Spruce Peak Ski Area,Both,VERMONT,44.54167,-72.77944,44.54167,-72.77944
Stowe Ski Area,Both,VERMONT,44.42972,-72.65056,44.42972,-72.65056
Stratton Mountain Ski Center,Both,VERMONT,43.12806,-72.90944,43.12806,-72.90944
Sugarbush Valley Ski Area,Both,VERMONT,44.13722,-72.90722,44.13722,-72.90722
Suicide Six Ski Area,Both,VERMONT,43.66472,-72.54444,43.66472,-72.54444
Tater Hill Ski Center,Both,VERMONT,43.22194,-72.71833,43.22194,-72.71833
The White Horse Ski Touring Center,Alpine,VERMONT,42.87333,-72.85222,42.87333,-72.85222
Timber Creek Ski Resort,Both,VERMONT,42.96528,-72.8875,42.96528,-72.8875
Topnotch Ski Touring Center,Alpine,VERMONT,44.49806,-72.74417,44.49806,-72.74417
Trail Head Ski Touring Center,Alpine,VERMONT,43.77806,-72.79806,43.77806,-72.79806
Trapp Family Lodge and Cross Country,Alpine,VERMONT,44.465,-72.74528,44.465,-72.74528
Tucker Hill Ski Center,Both,VERMONT,44.18194,-72.86889,44.18194,-72.86889
Twin Farms Ski Area,Both,VERMONT,43.72861,-72.61944,43.72861,-72.61944
Viking Cross Country Ski Area,Alpine,VERMONT,43.22417,-72.79556,43.22417,-72.79556
Wild Wings Ski Touring Center,Alpine,VERMONT,43.25972,-72.90833,43.25972,-72.90833
Wolf Run Cross Country Ski Center,Alpine,VERMONT,44.82722,-72.77722,44.82722,-72.77722
Woodstock Ski Touring Center,Alpine,VERMONT,43.61472,-72.51583,43.61472,-72.51583
Bryce Ski Area,Both,VIRGINIA,38.80639,-78.7725,38.80639,-78.7725
Massanutten Ski Area,Both,VIRGINIA,38.40917,-78.75417,38.40917,-78.75417
The Homestead Ski Area,Both,VIRGINIA,38.15722,-78.57778,38.15722,-78.57778
Wintergreen Ski Area,Both,VIRGINIA,37.88472,-78.89972,37.88472,-78.89972
Alpental Ski Area,Both,WASHINGTON,47.44315,-121.42952,47.44315,-121.42952
Bluewood Ski Area,Both,WASHINGTON,46.08625,-117.85494,46.08625,-117.85494
Brooks Memorial State Park Ski Area,Both,WASHINGTON,45.98622,-120.67364,45.98622,-120.67364
Echo Valley Ski Area,Both,WASHINGTON,47.93594,-120.05616,47.93594,-120.05616
Entiat Valley Ski Area,Both,WASHINGTON,47.8565,-120.41506,47.8565,-120.41506
Forty Nine Degrees North Ski Area,Both,WASHINGTON,48.29403,-117.57109,48.29403,-117.57109
Loup Loup Ski Area,Both,WASHINGTON,48.39095,-119.91784,48.39095,-119.91784
Pacific West Ski Area,Both,WASHINGTON,47.38815,-121.3998,47.38815,-121.3998
Ski Acres Ski Area,Both,WASHINGTON,47.40676,-121.41369,47.40676,-121.41369
Snoqualmie Summit Ski Area,Both,WASHINGTON,47.42482,-121.41841,47.42482,-121.41841
White Pass Ski Area,Both,WASHINGTON,46.63538,-121.38756,46.63538,-121.38756
White Pass X Country Ski Area,Cross-Country,WASHINGTON,46.63538,-121.40395,46.63538,-121.40395
Alpine Lake Resort,Both,WEST VIRGINIA,39.47472,-79.50083,39.47472,-79.50083
Canaan Valley Ski Area,Both,WEST VIRGINIA,39.13472,-79.40472,39.13472,-79.40472
Snowshoe Mountain Ski Area,Both,WEST VIRGINIA,38.41389,-79.99694,38.41389,-79.99694
Timberline Ski Area,Both,WEST VIRGINIA,39.13472,-79.40472,39.13472,-79.40472
Winterplace Ski Area,Both,WEST VIRGINIA,37.59056,-81.115,37.59056,-81.115
Alpine Valley Ski Area,Both,WISCONSIN,42.78917,-88.39944,42.78917,-88.39944
Ausblick Ski Area,Both,WISCONSIN,43.13583,-88.21806,43.13583,-88.21806
Birch Park Ski Area,Both,WISCONSIN,45.05333,-92.74861,45.05333,-92.74861
Bruce Mound Winter Sports Area,Both,WISCONSIN,44.44389,-90.79222,44.44389,-90.79222
Calumet Ski Area,Both,WISCONSIN,44.14028,-88.16389,44.14028,-88.16389
Cascade Mountain Ski Area,Both,WISCONSIN,43.49306,-89.51861,43.49306,-89.51861
Christie Mountain Ski Area,Both,WISCONSIN,45.47639,-91.45167,45.47639,-91.45167
Christmas Mountain Ski Area,Both,WISCONSIN,43.6275,-89.77083,43.6275,-89.77083
Crystal Ridge Ski Area,Both,WISCONSIN,42.88639,-88.00972,42.88639,-88.00972
Devil's Head Ski Area,Both,WISCONSIN,43.42167,-89.62778,43.42167,-89.62778
Giant Pine Ski and Hike Trail,Alpine,WISCONSIN,45.78722,-88.98722,45.78722,-88.98722
Granite Peak Ski Area,Both,WISCONSIN,44.95917,-89.63,44.95917,-89.63
Hidden Valley Ski Area,Both,WISCONSIN,44.27639,-87.80722,44.27639,-87.80722
Lake Geneva Ski Area,Both,WISCONSIN,42.58861,-88.42972,42.58861,-88.42972
Little Switzerland Ski Area,Both,WISCONSIN,43.33361,-88.28611,43.33361,-88.28611
Minocqua Winter Park,Both,WISCONSIN,45.87139,-89.71083,45.87139,-89.71083
Mount Valhalla Ski Area,Both,WISCONSIN,46.71889,-91.0475,46.71889,-91.0475
Mt. La Crosse Ski Area,Both,WISCONSIN,43.80139,-91.23944,43.80139,-91.23944
Newman Springs Ski Trail,Alpine,WISCONSIN,45.94694,-90.1958,45.94694,-90.1958
Nordic Mountain Ski Area,Both,WISCONSIN,44.11806,-89.18444,44.11806,-89.18444
Paul Bunyon Ski Area,Both,WISCONSIN,45.32389,-88.52417,45.32389,-88.52417
Rib Mountain Ski Area,Both,WISCONSIN,44.92472,-89.68417,44.92472,-89.68417
Silver Mine Hill Ski Jump,Both,WISCONSIN,44.77389,-91.58472,44.77389,-91.58472
Ski Hill Winter Sports Area,Both,WISCONSIN,46.13556,-89.19917,46.13556,-89.19917
Sky Line Ski Area,Both,WISCONSIN,43.97056,-89.81667,43.97056,-89.81667
Snow Crest Ski Area,Both,WISCONSIN,45.095,-92.73417,45.095,-92.73417
Standing Rocks Ski Area,Both,WISCONSIN,44.52361,-89.57444,44.52361,-89.57444
Sunburst Ski Area,Both,WISCONSIN,43.17778,-89.29028,43.17778,-89.29028
Telemark Resort,Both,WISCONSIN,46.18472,-91.25028,46.18472,-91.25028
Trollhaugen Ski Area,Both,WISCONSIN,45.35611,-92.63333,45.35611,-92.63333
Tyrol Basin Ski Area,Both,WISCONSIN,43.00917,-89.73361,43.00917,-89.73361
Whitecap Mountain Ski Area,Both,WISCONSIN,46.42806,-90.24583,46.42806,-90.24583
Wilmot Mountain Ski Area,Both,WISCONSIN,42.51278,-88.18194,42.51278,-88.18194
Wintergreen Downhill Ski Area,Both,WISCONSIN,43.14444,-90.08139,43.14444,-90.08139
Bighorn Ski Area,Both,WYOMING,44.60938,-107.51487,44.60938,-107.51487
Elkhart Loop Ski Trail,Alpine,WYOMING,42.99028,-109.73333,42.99028,-109.73333
Grouse Mountain Ski Trail,Alpine,WYOMING,42.94306,-109.71139,42.94306,-109.71139
Hogadon Basin Ski Area,Both,WYOMING,42.74552,-106.3387,42.74552,-106.3387
Jackson Hole Ski Area,Both,WYOMING,43.59659,-110.84746,43.59659,-110.84746
Meadowlark Ski Area,Both,WYOMING,44.1605,-107.21818,44.1605,-107.21818
Medicine Bow Ski Area,Both,WYOMING,41.33719,-106.18895,41.33719,-106.18895
Park Loop Ski Trail,Alpine,WYOMING,42.94917,-109.74972,42.94917,-109.74972
White Pine Lodge Ski Area,Both,WYOMING,42.97772,-109.75742,42.97772,-109.75742